,teamId,year,runsScored,runsPitching,teamName,season,homeName,wins,losses,winLossRatio,awayName,winProb,lossProb,pythag_expect
0,108,2019,769,868,Los Angeles Angels,2019,Los Angeles Angels,3357.0,3661.0,0.4804113035497332,,0.4783414078084924,0.5216585921915076,0.43974389958246113
1,109,2019,813,743,Arizona Diamondbacks,2019,Arizona Diamondbacks,3734.0,3629.0,0.5078412578309427,,0.5071302458237131,0.4928697541762868,0.5448962834846639
2,110,2019,729,981,Baltimore Orioles,2019,Baltimore Orioles,2320.0,4711.0,0.3794678312883499,,0.3299672877257858,0.6700327122742142,0.35576401691790477
3,111,2019,901,828,Boston Red Sox,2019,Boston Red Sox,3694.0,3429.0,0.5029251737236954,,0.5186017127614769,0.481398287238523,0.542145807524451
4,112,2019,814,717,Chicago Cubs,2019,Chicago Cubs,3775.0,3103.0,0.5567640720571367,,0.54885141029369,0.45114858970631,0.5631039743006837
5,113,2019,701,711,Cincinnati Reds,2019,Cincinnati Reds,3133.0,3690.0,0.4496736198973753,,0.4591821779275978,0.5408178220724021,0.492918202226453
6,114,2019,769,657,Cleveland Indians,2019,Cleveland Indians,3961.0,3005.0,0.5466774548823972,,0.5686190066035027,0.4313809933964972,0.5780598430122873
7,115,2019,835,958,Colorado Rockies,2019,Colorado Rockies,3319.0,3869.0,0.4528403464473859,,0.4617417918753478,0.5382582081246522,0.4317212067698294
8,116,2019,582,915,Detroit Tigers,2019,Detroit Tigers,2374.0,4817.0,0.4031558136760356,,0.3301348908357669,0.669865109164233,0.28804310391011856
9,117,2019,991,712,Houston Astros,2019,Houston Astros,4502.0,2557.0,0.6022460535613211,,0.6377673891486046,0.3622326108513954,0.6595463474421182
10,118,2019,691,869,Kansas City Royals,2019,Kansas City Royals,2430.0,4358.0,0.3988025481386524,,0.3579846788450206,0.6420153211549794,0.38736388992099896
11,119,2019,908,634,Los Angeles Dodgers,2019,Los Angeles Dodgers,4303.0,2349.0,0.641642208185282,,0.646873120865905,0.353126879134095,0.6722525725281714
12,120,2019,951,785,Washington Nationals,2019,Washington Nationals,3829.0,3400.0,0.5181873578659911,,0.5296721538248721,0.4703278461751279,0.5947557124500041
13,121,2019,791,737,New York Mets,2019,New York Mets,3759.0,3727.0,0.5058515722877092,,0.5021373230029388,0.4978626769970611,0.5352962313384951
14,133,2019,846,685,Oakland Athletics,2019,Oakland Athletics,3621.0,2889.0,0.5035534866716931,,0.556221198156682,0.4437788018433179,0.6040098198982059
15,134,2019,758,911,Pittsburgh Pirates,2019,Pittsburgh Pirates,3197.0,3910.0,0.475551080366408,,0.4498381877022653,0.5501618122977346,0.40909230073656894
16,135,2019,682,789,San Diego Padres,2019,San Diego Padres,3211.0,3414.0,0.5389836796291667,,0.4846792452830188,0.5153207547169811,0.42764321079028544
17,136,2019,758,893,Seattle Mariners,2019,Seattle Mariners,2932.0,3886.0,0.5042415942912128,,0.4300381343502493,0.5699618656497507,0.4187744576764214
18,137,2019,678,773,San Francisco Giants,2019,San Francisco Giants,3293.0,3739.0,0.4391637909753403,,0.4682878270762229,0.531712172923777,0.43480736615989396
19,138,2019,796,699,St. Louis Cardinals,2019,St. Louis Cardinals,3847.0,3283.0,0.5128753133460875,,0.5395511921458626,0.4604488078541374,0.5646109442291464
20,139,2019,792,676,Tampa Bay Rays,2019,Tampa Bay Rays,3959.0,2873.0,0.5593575562992978,,0.5794789227166276,0.4205210772833723,0.5785287390245702
21,140,2019,810,878,Texas Rangers,2019,Texas Rangers,3477.0,3472.0,0.487802713971499,,0.5003597639948194,0.4996402360051806,0.45978090854557585
22,141,2019,726,828,Toronto Blue Jays,2019,Toronto Blue Jays,2743.0,4198.0,0.3937245485755279,,0.3951880132545742,0.6048119867454257,0.4346445005195191
23,142,2019,946,777,Minnesota Twins,2019,Minnesota Twins,4307.0,2615.0,0.6073949413667442,,0.6222190118462873,0.3777809881537128,0.5971500922499992
24,143,2019,774,794,Philadelphia Phillies,2019,Philadelphia Phillies,3454.0,3094.0,0.5716440319999129,,0.5274893097128894,0.4725106902871105,0.4872469727826975
25,144,2019,872,769,Atlanta Braves,2019,Atlanta Braves,3980.0,2920.0,0.5372659758983418,,0.5768115942028985,0.4231884057971014,0.56252029783724
26,145,2019,708,832,Chicago White Sox,2019,Chicago White Sox,3377.0,3994.0,0.440454976955258,,0.4581467914801248,0.5418532085198752,0.41999919563497917
27,146,2019,615,808,Miami Marlins,2019,Miami Marlins,2356.0,4160.0,0.3456240254324711,,0.3615715162676489,0.6384284837323512,0.3668209048879389
28,147,2019,987,768,New York Yankees,2019,New York Yankees,4343.0,2420.0,0.6089866353129475,,0.6421706343338754,0.3578293656661245,0.6228729923983036
29,158,2019,772,770,Milwaukee Brewers,2019,Milwaukee Brewers,3559.0,3140.0,0.5427997612631756,,0.5312733243767727,0.4687266756232273,0.5012970146793126
30,159,2019,4,3,,2019,,3229.0,3104.0,0.5036835183700462,Arizona Diamondbacks,0.5098689404705511,0.4901310595294489,0.64
31,159,2019,4,3,,2019,,4043.0,2957.0,0.5287281529707879,Atlanta Braves,0.5775714285714286,0.4224285714285714,0.64
32,159,2019,4,3,,2019,,2310.0,4667.0,0.379081817564909,Baltimore Orioles,0.3310878601117959,0.6689121398882041,0.64
33,159,2019,4,3,,2019,,3489.0,3273.0,0.4693176401493728,Boston Red Sox,0.5159716060337178,0.4840283939662821,0.64
34,159,2019,4,3,,2019,,0.0,1.0,0.0,Canada Jr. Team,0.0,1.0,0.64
35,159,2019,4,3,,2019,,3757.0,3206.0,0.539669524993063,Chicago Cubs,0.5395662789027718,0.4604337210972282,0.64
36,159,2019,4,3,,2019,,3119.0,3781.0,0.4133094937349676,Chicago White Sox,0.4520289855072463,0.5479710144927536,0.64
37,159,2019,4,3,,2019,,3261.0,3892.0,0.4331510318227227,Cincinnati Reds,0.4558926324619041,0.5441073675380959,0.64
38,159,2019,4,3,,2019,,4020.0,3033.0,0.5507372596299472,Cleveland Indians,0.5699702254359846,0.4300297745640153,0.64
39,159,2019,4,3,,2019,,3150.0,3671.0,0.4662074266918873,Colorado Rockies,0.4618091188975223,0.5381908811024776,0.64
40,159,2019,4,3,,2019,,2348.0,4807.0,0.3902974176985654,Detroit Tigers,0.3281621243885395,0.6718378756114605,0.64
41,159,2019,4,3,,2019,,0.0,1.0,0.0,Detroit Tigers Futures,0.0,1.0,0.64
42,159,2019,4,3,,2019,,4356.0,2473.0,0.6049149503454784,Houston Astros,0.6378679162395665,0.3621320837604334,0.64
43,159,2019,4,3,,2019,,2551.0,4510.0,0.3824792988318414,Kansas City Royals,0.3612802719161592,0.6387197280838408,0.64
44,159,2019,4,3,,2019,,3372.0,3612.0,0.4802675347995261,Los Angeles Angels,0.4828178694158075,0.5171821305841925,0.64
45,159,2019,4,3,,2019,,4559.0,2487.0,0.6432963668432276,Los Angeles Dodgers,0.647033778030088,0.352966221969912,0.64
46,159,2019,4,3,,2019,,2596.0,4658.0,0.3487868059374937,Miami Marlins,0.3578715191618417,0.6421284808381582,0.64
47,159,2019,4,3,,2019,,3794.0,3292.0,0.5309348534741788,Milwaukee Brewers,0.5354219587919842,0.4645780412080158,0.64
48,159,2019,4,3,,2019,,4392.0,2621.0,0.6084826154136909,Minnesota Twins,0.6262655069157279,0.3737344930842721,0.64
49,159,2019,4,3,,2019,,0.0,1.0,0.0,National League All-Stars,0.0,1.0,0.64
50,159,2019,4,3,,2019,,3156.0,3221.0,0.516368364225152,New York Mets,0.4949035596675553,0.5050964403324447,0.64
51,159,2019,4,3,,2019,,4861.0,2676.0,0.6198379608174858,New York Yankees,0.6449515722435982,0.3550484277564018,0.64
52,159,2019,4,3,,2019,,0.0,1.0,0.0,Northeastern Huskies,0.0,1.0,0.64
53,159,2019,4,3,,2019,,3907.0,3126.0,0.5341545112680341,Oakland Athletics,0.5555239584814446,0.4444760415185554,0.64
54,159,2019,4,3,,2019,,3869.0,3476.0,0.562962025672039,Philadelphia Phillies,0.5267528931245745,0.4732471068754255,0.64
55,159,2019,4,3,,2019,,3013.0,3654.0,0.466679211562549,Pittsburgh Pirates,0.4519274036298185,0.5480725963701815,0.64
56,159,2019,4,3,,2019,,1.0,0.0,1.0,Rochester Red Wings,1.0,0.0,0.64
57,159,2019,4,3,,2019,,3424.0,3641.0,0.5380378320159542,San Diego Padres,0.4846426043878273,0.5153573956121726,0.64
58,159,2019,4,3,,2019,,3186.0,3563.0,0.4358649076094206,San Francisco Giants,0.4720699362868573,0.5279300637131427,0.64
59,159,2019,4,3,,2019,,2897.0,3773.0,0.5155542919131432,Seattle Mariners,0.4343328335832084,0.5656671664167916,0.64
60,159,2019,4,3,,2019,,0.0,1.0,0.0,Southeastern U. Fire,0.0,1.0,0.64
61,159,2019,4,3,,2019,,3669.0,3184.0,0.5154239138090745,St. Louis Cardinals,0.5353859623522544,0.4646140376477455,0.64
62,159,2019,4,3,,2019,,4171.0,3023.0,0.5663336999045303,Tampa Bay Rays,0.5797887128162358,0.4202112871837642,0.64
63,159,2019,4,3,,2019,,3541.0,3543.0,0.4801373722814107,Texas Rangers,0.4998588368153585,0.5001411631846414,0.64
64,159,2019,4,3,,2019,,2644.0,4102.0,0.3888959898964417,Toronto Blue Jays,0.3919359620515861,0.6080640379484139,0.64
65,159,2019,4,3,,2019,,0.0,1.0,0.0,University of South Florida Bulls,0.0,1.0,0.64
66,159,2019,4,3,,2019,,3583.0,3262.0,0.527910121094661,Washington Nationals,0.5234477720964208,0.4765522279035792,0.64
67,160,2019,3,4,,2019,,3229.0,3104.0,0.5036835183700462,Arizona Diamondbacks,0.5098689404705511,0.4901310595294489,0.36
68,160,2019,3,4,,2019,,4043.0,2957.0,0.5287281529707879,Atlanta Braves,0.5775714285714286,0.4224285714285714,0.36
69,160,2019,3,4,,2019,,2310.0,4667.0,0.379081817564909,Baltimore Orioles,0.3310878601117959,0.6689121398882041,0.36
70,160,2019,3,4,,2019,,3489.0,3273.0,0.4693176401493728,Boston Red Sox,0.5159716060337178,0.4840283939662821,0.36
71,160,2019,3,4,,2019,,0.0,1.0,0.0,Canada Jr. Team,0.0,1.0,0.36
72,160,2019,3,4,,2019,,3757.0,3206.0,0.539669524993063,Chicago Cubs,0.5395662789027718,0.4604337210972282,0.36
73,160,2019,3,4,,2019,,3119.0,3781.0,0.4133094937349676,Chicago White Sox,0.4520289855072463,0.5479710144927536,0.36
74,160,2019,3,4,,2019,,3261.0,3892.0,0.4331510318227227,Cincinnati Reds,0.4558926324619041,0.5441073675380959,0.36
75,160,2019,3,4,,2019,,4020.0,3033.0,0.5507372596299472,Cleveland Indians,0.5699702254359846,0.4300297745640153,0.36
76,160,2019,3,4,,2019,,3150.0,3671.0,0.4662074266918873,Colorado Rockies,0.4618091188975223,0.5381908811024776,0.36
77,160,2019,3,4,,2019,,2348.0,4807.0,0.3902974176985654,Detroit Tigers,0.3281621243885395,0.6718378756114605,0.36
78,160,2019,3,4,,2019,,0.0,1.0,0.0,Detroit Tigers Futures,0.0,1.0,0.36
79,160,2019,3,4,,2019,,4356.0,2473.0,0.6049149503454784,Houston Astros,0.6378679162395665,0.3621320837604334,0.36
80,160,2019,3,4,,2019,,2551.0,4510.0,0.3824792988318414,Kansas City Royals,0.3612802719161592,0.6387197280838408,0.36
81,160,2019,3,4,,2019,,3372.0,3612.0,0.4802675347995261,Los Angeles Angels,0.4828178694158075,0.5171821305841925,0.36
82,160,2019,3,4,,2019,,4559.0,2487.0,0.6432963668432276,Los Angeles Dodgers,0.647033778030088,0.352966221969912,0.36
83,160,2019,3,4,,2019,,2596.0,4658.0,0.3487868059374937,Miami Marlins,0.3578715191618417,0.6421284808381582,0.36
84,160,2019,3,4,,2019,,3794.0,3292.0,0.5309348534741788,Milwaukee Brewers,0.5354219587919842,0.4645780412080158,0.36
85,160,2019,3,4,,2019,,4392.0,2621.0,0.6084826154136909,Minnesota Twins,0.6262655069157279,0.3737344930842721,0.36
86,160,2019,3,4,,2019,,0.0,1.0,0.0,National League All-Stars,0.0,1.0,0.36
87,160,2019,3,4,,2019,,3156.0,3221.0,0.516368364225152,New York Mets,0.4949035596675553,0.5050964403324447,0.36
88,160,2019,3,4,,2019,,4861.0,2676.0,0.6198379608174858,New York Yankees,0.6449515722435982,0.3550484277564018,0.36
89,160,2019,3,4,,2019,,0.0,1.0,0.0,Northeastern Huskies,0.0,1.0,0.36
90,160,2019,3,4,,2019,,3907.0,3126.0,0.5341545112680341,Oakland Athletics,0.5555239584814446,0.4444760415185554,0.36
91,160,2019,3,4,,2019,,3869.0,3476.0,0.562962025672039,Philadelphia Phillies,0.5267528931245745,0.4732471068754255,0.36
92,160,2019,3,4,,2019,,3013.0,3654.0,0.466679211562549,Pittsburgh Pirates,0.4519274036298185,0.5480725963701815,0.36
93,160,2019,3,4,,2019,,1.0,0.0,1.0,Rochester Red Wings,1.0,0.0,0.36
94,160,2019,3,4,,2019,,3424.0,3641.0,0.5380378320159542,San Diego Padres,0.4846426043878273,0.5153573956121726,0.36
95,160,2019,3,4,,2019,,3186.0,3563.0,0.4358649076094206,San Francisco Giants,0.4720699362868573,0.5279300637131427,0.36
96,160,2019,3,4,,2019,,2897.0,3773.0,0.5155542919131432,Seattle Mariners,0.4343328335832084,0.5656671664167916,0.36
97,160,2019,3,4,,2019,,0.0,1.0,0.0,Southeastern U. Fire,0.0,1.0,0.36
98,160,2019,3,4,,2019,,3669.0,3184.0,0.5154239138090745,St. Louis Cardinals,0.5353859623522544,0.4646140376477455,0.36
99,160,2019,3,4,,2019,,4171.0,3023.0,0.5663336999045303,Tampa Bay Rays,0.5797887128162358,0.4202112871837642,0.36
100,160,2019,3,4,,2019,,3541.0,3543.0,0.4801373722814107,Texas Rangers,0.4998588368153585,0.5001411631846414,0.36
101,160,2019,3,4,,2019,,2644.0,4102.0,0.3888959898964417,Toronto Blue Jays,0.3919359620515861,0.6080640379484139,0.36
102,160,2019,3,4,,2019,,0.0,1.0,0.0,University of South Florida Bulls,0.0,1.0,0.36
103,160,2019,3,4,,2019,,3583.0,3262.0,0.527910121094661,Washington Nationals,0.5234477720964208,0.4765522279035792,0.36
