season,homeName,wins,losses,winLossRatio,awayName,winProb,lossProb
2018,Arizona Diamondbacks,3720.0,3073.0,0.5784357959041941,,0.547622552627705,0.452377447372295
2018,Atlanta Braves,4101.0,3234.0,0.5462771680093589,,0.5591002044989775,0.4408997955010225
2018,Baltimore Orioles,2213.0,5253.0,0.3173952886816206,,0.2964103937851594,0.7035896062148406
2018,Boston Red Sox,5065.0,2308.0,0.7132856642322959,,0.6869659568696596,0.31303404313034044
2018,Charlotte Knights,0.0,1.0,0.0,,0.0,1.0
2018,Chicago Cubs,4271.0,3049.0,0.5870127056507665,,0.5834699453551913,0.41653005464480874
2018,Chicago White Sox,2531.0,4362.0,0.3771465200364881,,0.3671840998114029,0.6328159001885971
2018,Cincinnati Reds,2696.0,4014.0,0.34738361771336845,,0.40178837555886737,0.5982116244411326
2018,Cleveland Indians,3774.0,3030.0,0.5424010951787203,,0.5546737213403881,0.445326278659612
2018,Colorado Rockies,3890.0,3441.0,0.4967617486998663,,0.5306233801664166,0.4693766198335834
2018,Detroit Tigers,2890.0,3924.0,0.41880349862246735,,0.4241267977692985,0.5758732022307015
2018,El Paso Chihuahuas,0.0,1.0,0.0,,0.0,1.0
2018,Houston Astros,4337.0,2503.0,0.6576270714902079,,0.6340643274853801,0.3659356725146199
2018,Kansas City Royals,2226.0,4628.0,0.35036920516004144,,0.32477385468339653,0.6752261453166034
2018,Los Angeles Angels,3470.0,3339.0,0.5323953929889755,,0.5096196210897341,0.4903803789102658
2018,Los Angeles Dodgers,3594.0,3237.0,0.4964048591551739,,0.5261308739569609,0.4738691260430391
2018,Miami Marlins,2660.0,3954.0,0.43284348678813317,,0.40217719987904443,0.5978228001209556
2018,Milwaukee Brewers,4002.0,2909.0,0.6129915887058116,,0.5790768340327015,0.4209231659672985
2018,Minnesota Twins,3194.0,3671.0,0.48545443903653546,,0.4652585579024035,0.5347414420975966
2018,National League All-Stars,0.0,1.0,0.0,,0.0,1.0
2018,New York Mets,3151.0,3832.0,0.5001442995212289,,0.45123872261205783,0.5487612773879421
2018,New York Yankees,4368.0,2480.0,0.6415440332327649,,0.6378504672897196,0.3621495327102804
2018,Norfolk Tides,0.0,1.0,0.0,,0.0,1.0
2018,Oakland Athletics,3882.0,2968.0,0.5442412027931307,,0.5667153284671533,0.4332846715328467
2018,Omaha Storm Chasers,0.0,0.0,,,,
2018,Philadelphia Phillies,3807.0,3312.0,0.5202914413217782,,0.5347661188369153,0.46523388116308473
2018,Pittsburgh Pirates,3389.0,3360.0,0.5056466749622461,,0.5021484664394725,0.49785153356052747
2018,Sacramento River Cats,1.0,0.0,1.0,,1.0,0.0
2018,San Diego Padres,2625.0,3900.0,0.38526952704793355,,0.40229885057471265,0.5977011494252874
2018,San Francisco Giants,3476.0,3663.0,0.47332471220958505,,0.4869029275808937,0.5130970724191063
2018,Seattle Mariners,3966.0,2896.0,0.5714305668312571,,0.5779656076945497,0.4220343923054503
2018,St. Louis Cardinals,3719.0,3123.0,0.5340279618415773,,0.5435545162233265,0.4564454837766735
2018,Tampa Bay Rays,3670.0,3512.0,0.48541097107284265,,0.5109997215260373,0.48900027847396266
2018,Texas Rangers,2763.0,3893.0,0.38344387651271467,,0.4151141826923077,0.5848858173076923
2018,Toronto Blue Jays,3104.0,3585.0,0.4760180540560768,,0.46404544775003737,0.5359545522499626
2018,Washington Nationals,3851.0,3724.0,0.502752804061011,,0.5083828382838284,0.4916171617161716
2019,Albuquerque Isotopes,1.0,0.0,1.0,,1.0,0.0
2019,American League All-Stars,1.0,0.0,1.0,,1.0,0.0
2019,Arizona Diamondbacks,3734.0,3629.0,0.5078412578309427,,0.5071302458237131,0.49286975417628687
2019,Atlanta Braves,3980.0,2920.0,0.5372659758983418,,0.5768115942028985,0.42318840579710143
2019,Baltimore Orioles,2320.0,4711.0,0.3794678312883499,,0.3299672877257858,0.6700327122742142
2019,Boston Red Sox,3694.0,3429.0,0.5029251737236954,,0.5186017127614769,0.48139828723852307
2019,Chicago Cubs,3775.0,3103.0,0.5567640720571367,,0.54885141029369,0.45114858970631
2019,Chicago White Sox,3377.0,3994.0,0.44045497695525804,,0.4581467914801248,0.5418532085198752
2019,Cincinnati Reds,3133.0,3690.0,0.44967361989737537,,0.45918217792759786,0.5408178220724021
2019,Cleveland Indians,3961.0,3005.0,0.5466774548823972,,0.5686190066035027,0.43138099339649727
2019,Colorado Rockies,3319.0,3869.0,0.45284034644738597,,0.4617417918753478,0.5382582081246522
2019,Detroit Tigers,2374.0,4817.0,0.40315581367603565,,0.3301348908357669,0.669865109164233
2019,Houston Astros,4502.0,2557.0,0.6022460535613211,,0.6377673891486046,0.3622326108513954
2019,Kansas City Royals,2430.0,4358.0,0.3988025481386524,,0.3579846788450206,0.6420153211549794
2019,Los Angeles Angels,3357.0,3661.0,0.4804113035497332,,0.47834140780849244,0.5216585921915076
2019,Los Angeles Dodgers,4303.0,2349.0,0.641642208185282,,0.646873120865905,0.353126879134095
2019,Memphis Redbirds,0.0,1.0,0.0,,0.0,1.0
2019,Miami Marlins,2356.0,4160.0,0.34562402543247117,,0.3615715162676489,0.6384284837323512
2019,Milwaukee Brewers,3559.0,3140.0,0.5427997612631756,,0.5312733243767727,0.46872667562322734
2019,Minnesota Twins,4307.0,2615.0,0.6073949413667442,,0.6222190118462873,0.3777809881537128
2019,Nashville Sounds,1.0,0.0,1.0,,1.0,0.0
2019,New York Mets,3759.0,3727.0,0.5058515722877092,,0.5021373230029388,0.49786267699706116
2019,New York Yankees,4343.0,2420.0,0.6089866353129475,,0.6421706343338754,0.3578293656661245
2019,Nippon Ham Fighters,0.0,3.0,0.0,,0.0,1.0
2019,Oakland Athletics,3621.0,2889.0,0.5035534866716931,,0.556221198156682,0.44377880184331797
2019,Omaha Storm Chasers,1.0,0.0,1.0,,1.0,0.0
2019,Philadelphia Phillies,3454.0,3094.0,0.5716440319999129,,0.5274893097128894,0.47251069028711057
2019,Pittsburgh Pirates,3197.0,3910.0,0.47555108036640803,,0.44983818770226536,0.5501618122977346
2019,San Diego Padres,3211.0,3414.0,0.5389836796291667,,0.48467924528301887,0.5153207547169811
2019,San Francisco Giants,3293.0,3739.0,0.43916379097534036,,0.46828782707622296,0.531712172923777
2019,Seattle Mariners,2932.0,3886.0,0.5042415942912128,,0.43003813435024935,0.5699618656497507
2019,St. Louis Cardinals,3847.0,3283.0,0.5128753133460875,,0.5395511921458626,0.46044880785413744
2019,Tampa Bay Rays,3959.0,2873.0,0.5593575562992978,,0.5794789227166276,0.42052107728337235
2019,Texas Rangers,3477.0,3472.0,0.487802713971499,,0.5003597639948194,0.4996402360051806
2019,Toronto Blue Jays,2743.0,4198.0,0.39372454857552797,,0.39518801325457426,0.6048119867454257
2019,Washington Nationals,3829.0,3400.0,0.5181873578659911,,0.5296721538248721,0.47032784617512796
2019,Yomiuri Giants,0.0,3.0,0.0,,0.0,1.0
2020,Arizona Diamondbacks,408.0,617.0,0.3942475671098349,,0.3980487804878049,0.6019512195121951
2020,Atlanta Braves,633.0,437.0,0.6354284196593075,,0.591588785046729,0.40841121495327104
2020,Baltimore Orioles,422.0,477.0,0.4883365043826449,,0.4694104560622914,0.5305895439377085
2020,Boston Red Sox,320.0,590.0,0.36826903709347425,,0.3516483516483517,0.6483516483516484
2020,Chicago Cubs,521.0,338.0,0.591066255101631,,0.6065192083818394,0.39348079161816063
2020,Chicago White Sox,576.0,385.0,0.5573018184726982,,0.5993756503642039,0.4006243496357961
2020,Cincinnati Reds,466.0,531.0,0.45785118188612495,,0.4674022066198596,0.5325977933801405
2020,Cleveland Indians,570.0,399.0,0.5773935697312796,,0.5882352941176471,0.4117647058823529
2020,Colorado Rockies,443.0,419.0,0.5735819684739373,,0.5139211136890951,0.48607888631090485
2020,Detroit Tigers,418.0,468.0,0.5042969471688404,,0.4717832957110609,0.5282167042889391
2020,Houston Astros,492.0,443.0,0.5448486403391678,,0.5262032085561498,0.4737967914438503
2020,Kansas City Royals,436.0,664.0,0.3856222717846678,,0.39636363636363636,0.6036363636363636
2020,Los Angeles Angels,349.0,577.0,0.3603424275073348,,0.37688984881209503,0.6231101511879049
2020,Los Angeles Dodgers,721.0,307.0,0.6943722607562162,,0.7013618677042801,0.29863813229571984
2020,Miami Marlins,555.0,486.0,0.5713203863221402,,0.5331412103746398,0.4668587896253602
2020,Milwaukee Brewers,483.0,555.0,0.46189566734145476,,0.4653179190751445,0.5346820809248555
2020,Minnesota Twins,587.0,363.0,0.6125321512468119,,0.6178947368421053,0.3821052631578947
2020,New York Mets,451.0,558.0,0.45775644533615595,,0.44697720515361744,0.5530227948463825
2020,New York Yankees,611.0,416.0,0.6354351836935014,,0.5949367088607594,0.4050632911392405
2020,Oakland Athletics,553.0,315.0,0.5982303631386077,,0.6370967741935484,0.3629032258064516
2020,Philadelphia Phillies,381.0,384.0,0.4516863121784329,,0.4980392156862745,0.5019607843137255
2020,Pittsburgh Pirates,273.0,684.0,0.27191772971692874,,0.2852664576802508,0.7147335423197492
2020,San Diego Padres,650.0,420.0,0.5930363692954799,,0.6074766355140186,0.3925233644859813
2020,San Francisco Giants,496.0,545.0,0.4685969408761298,,0.47646493756003844,0.5235350624399616
2020,Seattle Mariners,492.0,676.0,0.4063309137289017,,0.4212328767123288,0.5787671232876712
2020,St. Louis Cardinals,450.0,440.0,0.5121176979678727,,0.5056179775280899,0.4943820224719101
2020,Tampa Bay Rays,615.0,356.0,0.6022787603446641,,0.6333676622039135,0.3666323377960865
2020,Texas Rangers,356.0,587.0,0.40821184404155814,,0.37751855779427357,0.6224814422057264
2020,Toronto Blue Jays,587.0,532.0,0.5040671094948925,,0.5245755138516532,0.47542448614834676
2020,Washington Nationals,414.0,614.0,0.3830578443658547,,0.4027237354085603,0.5972762645914397
2021,Arizona Diamondbacks,146.0,194.0,0.40050977985574776,,0.4294117647058823,0.5705882352941176
2021,Atlanta Braves,205.0,215.0,0.4884529556721065,,0.4880952380952381,0.5119047619047619
2021,Baltimore Orioles,167.0,252.0,0.38950935886756716,,0.39856801909307876,0.6014319809069213
2021,Boston Red Sox,240.0,170.0,0.5045184573764014,,0.5853658536585366,0.4146341463414634
2021,Chicago Cubs,199.0,151.0,0.5910864890420778,,0.5685714285714286,0.43142857142857144
2021,Chicago White Sox,174.0,202.0,0.4008559246091733,,0.4627659574468085,0.5372340425531915
2021,Cincinnati Reds,130.0,193.0,0.4139939605935478,,0.4024767801857585,0.5975232198142415
2021,Cleveland Indians,168.0,211.0,0.45807958690626616,,0.44327176781002636,0.5567282321899736
2021,Colorado Rockies,165.0,217.0,0.45116549948072265,,0.4319371727748691,0.5680628272251309
2021,Detroit Tigers,163.0,198.0,0.5250493866157706,,0.4515235457063712,0.5484764542936288
2021,Houston Astros,158.0,195.0,0.44874623708353684,,0.4475920679886686,0.5524079320113314
2021,Kansas City Royals,217.0,111.0,0.6844857259316058,,0.6615853658536586,0.3384146341463415
2021,Los Angeles Angels,169.0,119.0,0.6175367251987928,,0.5868055555555556,0.4131944444444444
2021,Los Angeles Dodgers,260.0,135.0,0.6825046481708064,,0.6582278481012658,0.34177215189873417
2021,Miami Marlins,114.0,82.0,0.5468870268018875,,0.5816326530612245,0.41836734693877553
2021,Milwaukee Brewers,225.0,171.0,0.5785083428164116,,0.5681818181818182,0.4318181818181818
2021,Minnesota Twins,151.0,188.0,0.4673030128663458,,0.44542772861356933,0.5545722713864307
2021,New York Mets,135.0,122.0,0.5248162062134333,,0.5252918287937743,0.47470817120622566
2021,New York Yankees,161.0,143.0,0.5090743037274367,,0.5296052631578947,0.47039473684210525
2021,Oakland Athletics,183.0,172.0,0.4042319393182253,,0.5154929577464789,0.48450704225352115
2021,Philadelphia Phillies,176.0,169.0,0.5931133082230134,,0.5101449275362319,0.48985507246376814
2021,Pittsburgh Pirates,174.0,192.0,0.4601628766989381,,0.47540983606557374,0.5245901639344263
2021,San Diego Padres,180.0,183.0,0.5471440125466389,,0.49586776859504134,0.5041322314049587
2021,San Francisco Giants,199.0,155.0,0.5190042949334888,,0.5621468926553672,0.4378531073446328
2021,Seattle Mariners,135.0,119.0,0.5252701852670892,,0.531496062992126,0.468503937007874
2021,St. Louis Cardinals,166.0,158.0,0.5352143379328229,,0.5123456790123457,0.4876543209876543
2021,Tampa Bay Rays,195.0,242.0,0.4462018602950038,,0.4462242562929062,0.5537757437070938
2021,Texas Rangers,199.0,213.0,0.46866331503815156,,0.4830097087378641,0.5169902912621359
2021,Toronto Blue Jays,169.0,137.0,0.5613303933371023,,0.5522875816993464,0.4477124183006536
2021,Washington Nationals,110.0,130.0,0.45480943498287996,,0.4583333333333333,0.5416666666666666
2018,,1.0,0.0,1.0,American League All-Stars,1.0,0.0
2018,,3804.0,3151.0,0.5714420862076509,Arizona Diamondbacks,0.5469446441409058,0.4530553558590942
2018,,0.0,1.0,0.0,Arizona State Sun Devils,0.0,1.0
2018,,3750.0,2904.0,0.5345968420164972,Atlanta Braves,0.563570784490532,0.436429215509468
2018,,0.0,1.0,0.0,Atlanta Braves Futures,0.0,1.0
2018,,2063.0,4767.0,0.32339770077923846,Baltimore Orioles,0.3020497803806735,0.6979502196193265
2018,,0.0,1.0,0.0,Boston College Eagles,0.0,1.0
2018,,4594.0,2079.0,0.6953811982281267,Boston Red Sox,0.6884459763224936,0.31155402367750634
2018,,0.0,1.0,0.0,Canada Jr. Team,0.0,1.0
2018,,4120.0,2956.0,0.5823909648251168,Chicago Cubs,0.5822498586772188,0.4177501413227812
2018,,2529.0,4350.0,0.3994524253309938,Chicago White Sox,0.36764064544265157,0.6323593545573485
2018,,2890.0,4207.0,0.3648973743646647,Cincinnati Reds,0.4072143159081302,0.5927856840918698
2018,,3898.0,3112.0,0.5330975979735388,Cleveland Indians,0.5560627674750357,0.4439372325249643
2018,,3430.0,3077.0,0.4881558143427849,Colorado Rockies,0.5271246350084524,0.4728753649915476
2018,,2945.0,4030.0,0.43753878053706935,Detroit Tigers,0.4222222222222222,0.5777777777777777
2018,,0.0,1.0,0.0,Florida Southern College Mocs,0.0,1.0
2018,,4482.0,2595.0,0.6597829490122563,Houston Astros,0.6333192030521407,0.36668079694785927
2018,,2277.0,4692.0,0.35942505726207086,Kansas City Royals,0.32673267326732675,0.6732673267326733
2018,,0.0,1.0,0.0,Las Vegas 51s,0.0,1.0
2018,,3551.0,3420.0,0.5235654164972234,Los Angeles Angels,0.5093960694304978,0.49060393056950224
2018,,3836.0,3405.0,0.4839513844151987,Los Angeles Dodgers,0.5297610827233807,0.47023891727661926
2018,,2938.0,4466.0,0.41514729782298815,Miami Marlins,0.39681253376553216,0.6031874662344678
2018,,4093.0,2994.0,0.6108525757695688,Milwaukee Brewers,0.5775363341329194,0.42246366586708056
2018,,0.0,1.0,0.0,Minnesota Gophers,0.0,1.0
2018,,3147.0,3683.0,0.455025761759866,Minnesota Twins,0.4607613469985359,0.5392386530014641
2018,,3228.0,3882.0,0.4886372257133821,New York Mets,0.4540084388185654,0.5459915611814345
2018,,4654.0,2618.0,0.650902486196248,New York Yankees,0.63998899889989,0.36001100110011003
2018,,0.0,1.0,0.0,Northeastern University Huskies,0.0,1.0
2018,,3885.0,3018.0,0.5232273412149577,Oakland Athletics,0.5627987831377662,0.4372012168622338
2018,,3722.0,3221.0,0.501031997318768,Philadelphia Phillies,0.5360795045369436,0.4639204954630563
2018,,3526.0,3513.0,0.5055072758285282,Pittsburgh Pirates,0.5009234266230999,0.49907657337690015
2018,,2934.0,4241.0,0.4164783436420227,San Diego Padres,0.4089198606271777,0.5910801393728223
2018,,3227.0,3356.0,0.49150679880070597,San Francisco Giants,0.4902020355461036,0.5097979644538964
2018,,3945.0,2934.0,0.5661301234789753,Seattle Mariners,0.5734845180985608,0.4265154819014392
2018,,3681.0,3194.0,0.510507216485653,St. Louis Cardinals,0.5354181818181818,0.4645818181818182
2018,,3327.0,3249.0,0.4712222917095851,Tampa Bay Rays,0.5059306569343066,0.49406934306569344
2018,,2945.0,4125.0,0.3837199405906476,Texas Rangers,0.41654879773691655,0.5834512022630834
2018,,3292.0,3818.0,0.4813582712797899,Toronto Blue Jays,0.4630098452883263,0.5369901547116737
2018,,0.0,1.0,0.0,University of Miami Hurricanes,0.0,1.0
2018,,0.0,1.0,0.0,University of Tampa Spartans,0.0,1.0
2018,,3503.0,3327.0,0.5194233107554789,Washington Nationals,0.5128843338213763,0.48711566617862373
2019,,3229.0,3104.0,0.5036835183700462,Arizona Diamondbacks,0.5098689404705511,0.4901310595294489
2019,,4043.0,2957.0,0.5287281529707879,Atlanta Braves,0.5775714285714286,0.42242857142857143
2019,,2310.0,4667.0,0.37908181756490905,Baltimore Orioles,0.3310878601117959,0.6689121398882041
2019,,3489.0,3273.0,0.4693176401493728,Boston Red Sox,0.5159716060337178,0.48402839396628217
2019,,0.0,1.0,0.0,Canada Jr. Team,0.0,1.0
2019,,3757.0,3206.0,0.539669524993063,Chicago Cubs,0.5395662789027718,0.4604337210972282
2019,,3119.0,3781.0,0.41330949373496767,Chicago White Sox,0.45202898550724635,0.5479710144927536
2019,,3261.0,3892.0,0.43315103182272274,Cincinnati Reds,0.4558926324619041,0.5441073675380959
2019,,4020.0,3033.0,0.5507372596299472,Cleveland Indians,0.5699702254359846,0.4300297745640153
2019,,3150.0,3671.0,0.4662074266918873,Colorado Rockies,0.46180911889752235,0.5381908811024776
2019,,2348.0,4807.0,0.3902974176985654,Detroit Tigers,0.3281621243885395,0.6718378756114605
2019,,0.0,1.0,0.0,Detroit Tigers Futures,0.0,1.0
2019,,4356.0,2473.0,0.6049149503454784,Houston Astros,0.6378679162395665,0.36213208376043343
2019,,2551.0,4510.0,0.3824792988318414,Kansas City Royals,0.3612802719161592,0.6387197280838408
2019,,3372.0,3612.0,0.48026753479952616,Los Angeles Angels,0.48281786941580757,0.5171821305841925
2019,,4559.0,2487.0,0.6432963668432276,Los Angeles Dodgers,0.647033778030088,0.352966221969912
2019,,2596.0,4658.0,0.3487868059374937,Miami Marlins,0.35787151916184173,0.6421284808381582
2019,,3794.0,3292.0,0.5309348534741788,Milwaukee Brewers,0.5354219587919842,0.4645780412080158
2019,,4392.0,2621.0,0.6084826154136909,Minnesota Twins,0.6262655069157279,0.3737344930842721
2019,,0.0,1.0,0.0,National League All-Stars,0.0,1.0
2019,,3156.0,3221.0,0.516368364225152,New York Mets,0.4949035596675553,0.5050964403324447
2019,,4861.0,2676.0,0.6198379608174858,New York Yankees,0.6449515722435982,0.3550484277564018
2019,,0.0,1.0,0.0,Northeastern Huskies,0.0,1.0
2019,,3907.0,3126.0,0.5341545112680341,Oakland Athletics,0.5555239584814446,0.4444760415185554
2019,,3869.0,3476.0,0.562962025672039,Philadelphia Phillies,0.5267528931245745,0.4732471068754255
2019,,3013.0,3654.0,0.46667921156254905,Pittsburgh Pirates,0.45192740362981854,0.5480725963701815
2019,,1.0,0.0,1.0,Rochester Red Wings,1.0,0.0
2019,,3424.0,3641.0,0.5380378320159542,San Diego Padres,0.4846426043878273,0.5153573956121726
2019,,3186.0,3563.0,0.4358649076094206,San Francisco Giants,0.47206993628685734,0.5279300637131427
2019,,2897.0,3773.0,0.5155542919131432,Seattle Mariners,0.4343328335832084,0.5656671664167916
2019,,0.0,1.0,0.0,Southeastern U. Fire,0.0,1.0
2019,,3669.0,3184.0,0.5154239138090745,St. Louis Cardinals,0.5353859623522544,0.4646140376477455
2019,,4171.0,3023.0,0.5663336999045303,Tampa Bay Rays,0.5797887128162358,0.42021128718376427
2019,,3541.0,3543.0,0.4801373722814107,Texas Rangers,0.49985883681535853,0.5001411631846414
2019,,2644.0,4102.0,0.38889598989644175,Toronto Blue Jays,0.39193596205158615,0.6080640379484139
2019,,0.0,1.0,0.0,University of South Florida Bulls,0.0,1.0
2019,,3583.0,3262.0,0.527910121094661,Washington Nationals,0.5234477720964208,0.47655222790357926
2020,,340.0,530.0,0.36509501276860257,Arizona Diamondbacks,0.39080459770114945,0.6091954022988506
2020,,529.0,376.0,0.5905434809645623,Atlanta Braves,0.5845303867403315,0.4154696132596685
2020,,492.0,590.0,0.47418723582764066,Baltimore Orioles,0.45471349353049906,0.5452865064695009
2020,,341.0,650.0,0.335658213796486,Boston Red Sox,0.3440968718466196,0.6559031281533805
2020,,653.0,433.0,0.6395465755238922,Chicago Cubs,0.6012891344383057,0.39871086556169427
2020,,575.0,379.0,0.5576952540523064,Chicago White Sox,0.6027253668763103,0.3972746331236897
2020,,431.0,539.0,0.40461463180995066,Cincinnati Reds,0.44432989690721647,0.5556701030927835
2020,,519.0,391.0,0.5718998089176942,Cleveland Indians,0.5703296703296703,0.42967032967032964
2020,,503.0,529.0,0.520796216897017,Colorado Rockies,0.4874031007751938,0.5125968992248062
2020,,459.0,580.0,0.45020810198788064,Detroit Tigers,0.44177093358999037,0.5582290664100096
2020,,547.0,523.0,0.5338423309165564,Houston Astros,0.5112149532710281,0.48878504672897194
2020,,323.0,509.0,0.3777431972621179,Kansas City Royals,0.38822115384615385,0.6117788461538461
2020,,379.0,611.0,0.35602035082660005,Los Angeles Angels,0.38282828282828285,0.6171717171717171
2020,,662.0,286.0,0.6643334365531328,Los Angeles Dodgers,0.6983122362869199,0.30168776371308015
2020,,489.0,430.0,0.5929217988858296,Miami Marlins,0.5321001088139282,0.46789989118607184
2020,,412.0,453.0,0.42907492295851335,Milwaukee Brewers,0.47630057803468207,0.5236994219653179
2020,,625.0,389.0,0.6357358866188908,Minnesota Twins,0.616370808678501,0.38362919132149903
2020,,453.0,577.0,0.4314654043073497,New York Mets,0.43980582524271844,0.5601941747572815
2020,,605.0,426.0,0.648832181989327,New York Yankees,0.5868089233753637,0.4131910766246363
2020,,759.0,430.0,0.6200567398481578,Oakland Athletics,0.6383515559293524,0.3616484440706476
2020,,580.0,597.0,0.4563578964267828,Philadelphia Phillies,0.4927782497875956,0.5072217502124045
2020,,289.0,709.0,0.25693088256111785,Pittsburgh Pirates,0.2895791583166333,0.7104208416833667
2020,,553.0,381.0,0.5657999883210287,San Diego Padres,0.5920770877944326,0.4079229122055675
2020,,495.0,549.0,0.4319051382408956,San Francisco Giants,0.47413793103448276,0.5258620689655172
2020,,344.0,520.0,0.34952208278840297,Seattle Mariners,0.39814814814814814,0.6018518518518519
2020,,467.0,470.0,0.48704399696074374,St. Louis Cardinals,0.4983991462113127,0.5016008537886874
2020,,611.0,347.0,0.6009537512868792,Tampa Bay Rays,0.6377870563674322,0.36221294363256784
2020,,351.0,609.0,0.3691744307395058,Texas Rangers,0.365625,0.634375
2020,,417.0,385.0,0.4865325703585051,Toronto Blue Jays,0.5199501246882793,0.4800498753117207
2020,,370.0,598.0,0.389155545739618,Washington Nationals,0.3822314049586777,0.6177685950413223
2021,,154.0,228.0,0.35809843295928234,Arizona Diamondbacks,0.4031413612565445,0.5968586387434555
2021,,160.0,179.0,0.38958880043245364,Atlanta Braves,0.471976401179941,0.528023598820059
2021,,125.0,183.0,0.4770281450575568,Baltimore Orioles,0.40584415584415584,0.5941558441558441
2021,,223.0,146.0,0.5906336348913546,Boston Red Sox,0.6043360433604336,0.3956639566395664
2021,,188.0,158.0,0.5761419397832441,Chicago Cubs,0.5433526011560693,0.45664739884393063
2021,,112.0,166.0,0.33382410073586544,Chicago White Sox,0.4028776978417266,0.5971223021582733
2021,,153.0,225.0,0.43328409101056836,Cincinnati Reds,0.40476190476190477,0.5952380952380952
2021,,156.0,193.0,0.44863554251354915,Cleveland Indians,0.4469914040114613,0.5530085959885387
2021,,161.0,213.0,0.4483086986571922,Colorado Rockies,0.4304812834224599,0.56951871657754
2021,,178.0,229.0,0.463506019544455,Detroit Tigers,0.43734643734643736,0.5626535626535627
2021,,102.0,148.0,0.5027143466082085,Houston Astros,0.408,0.592
2021,,229.0,117.0,0.6682809478470907,Kansas City Royals,0.661849710982659,0.33815028901734107
2021,,228.0,187.0,0.5649116536913635,Los Angeles Angels,0.5493975903614458,0.4506024096385542
2021,,214.0,107.0,0.6642410596300631,Los Angeles Dodgers,0.6666666666666666,0.3333333333333333
2021,,177.0,168.0,0.5459854196968883,Miami Marlins,0.5130434782608696,0.48695652173913045
2021,,200.0,159.0,0.5455022707643383,Milwaukee Brewers,0.5571030640668524,0.4428969359331476
2021,,163.0,226.0,0.4421515736226028,Minnesota Twins,0.4190231362467866,0.5809768637532133
2021,,125.0,111.0,0.5011038540063308,New York Mets,0.5296610169491526,0.4703389830508475
2021,,220.0,199.0,0.530144348949514,New York Yankees,0.5250596658711217,0.47494033412887826
2021,,216.0,178.0,0.506507844500146,Oakland Athletics,0.5482233502538071,0.4517766497461929
2021,,188.0,194.0,0.48143074367845795,Philadelphia Phillies,0.49214659685863876,0.5078534031413613
2021,,170.0,192.0,0.4623290228692356,Pittsburgh Pirates,0.4696132596685083,0.5303867403314917
2021,,205.0,192.0,0.5097115671477062,San Diego Padres,0.5163727959697733,0.4836272040302267
2021,,165.0,152.0,0.47496117378128627,San Francisco Giants,0.5205047318611987,0.4794952681388013
2021,,218.0,193.0,0.5048739314903601,Seattle Mariners,0.5304136253041363,0.46958637469586373
2021,,118.0,125.0,0.4973856209150327,St. Louis Cardinals,0.48559670781893005,0.51440329218107
2021,,154.0,195.0,0.4853393129022794,Tampa Bay Rays,0.44126074498567336,0.5587392550143266
2021,,158.0,168.0,0.4082816999554421,Texas Rangers,0.48466257668711654,0.5153374233128835
2021,,198.0,165.0,0.5686890234869558,Toronto Blue Jays,0.5454545454545454,0.45454545454545453
2021,,107.0,142.0,0.39367794228475345,Washington Nationals,0.42971887550200805,0.570281124497992
